id1,id2,r_qg,n_loci_qg,r_lr,pas,n_loci_pas
JUV019,JUV031,-0.099155,15,-0.179824,0.083333,15
JUV019,JUV032,-0.006263,13,0.062933,0.192308,13
JUV019,SB033,0.027779,13,-0.030977,0.192308,13
JUV019,SB034,-0.147304,13,-0.259193,0.057692,13
JUV019,AF035,-0.002491,15,-0.035003,0.166667,15
JUV019,AF036,0.09485,15,0.270005,0.283333,15
JUV019,AF037,0.109429,13,0.2343,0.288462,13
JUV019,AF038,-0.007995,14,-0.084661,0.160714,14
JUV019,AF039,-0.099383,13,-0.165596,0.115385,13
JUV019,JUV040,0.020368,15,-0.014253,0.216667,15
JUV019,JUV041,0.040567,14,-0.015702,0.196429,14
JUV019,SB042,-0.087712,15,-0.131871,0.116667,15
JUV019,SB043,0.031922,13,0.21867,0.230769,13
JUV019,SB044,-0.110669,15,-0.231021,0.1,15
JUV019,AF045,-0.004665,15,-0.063274,0.166667,15
JUV019,AF046,-0.076219,15,-0.166794,0.116667,15
JUV019,AF047,0.003585,15,0.012538,0.166667,15
JUV019,AF048,0.067919,14,0.072399,0.232143,14
JUV019,AF049,0.05705,14,0.055608,0.214286,14
JUV019,AF050,-0.124789,13,-0.29512,0.076923,13
JUV019,JUV051,-0.106387,14,-0.218265,0.071429,14
JUV019,JUV052,-0.025782,14,-0.074999,0.160714,14
JUV019,JUV053,-0.051401,15,-0.050716,0.15,15
JUV019,JUV054,-0.128915,14,-0.184096,0.107143,14
JUV019,SB055,-0.089943,13,-0.147027,0.134615,13
JUV019,AF056,-0.041486,15,-0.057528,0.133333,15
JUV019,AF057,-0.071455,14,-0.22147,0.107143,14
JUV019,AF058,-0.020373,14,-0.079486,0.160714,14
JUV019,AF059,0.176856,14,0.532556,0.339286,14
JUV019,AF060,-0.07337,14,0.042554,0.142857,14
JUV019,AF061,0.016548,15,0.063291,0.2,15
JUV019,JUV062,-0.028943,14,-0.024265,0.125,14
JUV019,JUV063,-0.065458,14,0.072542,0.160714,14
JUV020,SB021,0.002052,15,-0.007673,0.233333,15
JUV020,AF022,-0.10318,14,-0.20719,0.107143,14
JUV020,AF023,0.006541,14,0.199704,0.232143,14
JUV020,AF024,-0.114434,14,-0.200605,0.107143,14
JUV020,AF025,-0.058799,15,-0.10516,0.166667,15
JUV020,AF026,0.005673,14,0.198556,0.232143,14
JUV020,AF027,-0.069377,14,-0.079825,0.178571,14
JUV020,JUV028,-0.131725,13,-0.250601,0.096154,13
JUV020,JUV029,-0.072481,13,-0.256137,0.153846,13
JUV020,JUV030,-0.04741,14,0.106248,0.214286,14
JUV020,JUV031,-0.035164,15,-0.070872,0.183333,15
JUV020,JUV032,-0.034456,13,0.008148,0.211538,13
JUV020,SB033,-0.061596,13,-0.104689,0.153846,13
JUV020,SB034,-0.076245,13,0.047778,0.153846,13
JUV020,AF035,-0.081661,15,-0.132019,0.15,15
JUV020,AF036,0.038036,15,0.347331,0.283333,15
JUV020,AF037,0.098955,13,0.328713,0.326923,13
JUV020,AF038,-0.043717,14,-0.080866,0.178571,14
JUV020,AF039,-0.02786,13,0.060945,0.211538,13
JUV020,JUV040,-0.038364,15,0.084692,0.216667,15
JUV020,JUV041,-0.084354,14,-0.183553,0.142857,14
JUV020,SB042,-0.043547,15,-0.018623,0.2,15
JUV020,SB043,0.094661,13,0.461555,0.326923,13
JUV020,SB044,-0.045974,15,0.015525,0.2,15
JUV020,AF045,-0.021254,15,0.133052,0.2,15
JUV020,AF046,-0.11604,15,-0.214889,0.133333,15
JUV020,AF047,0.028963,15,0.119168,0.233333,15
JUV020,AF048,-0.036209,14,-0.110288,0.196429,14
JUV020,AF049,-0.069261,14,-0.203532,0.160714,14
JUV020,AF050,-0.001613,13,0.024522,0.230769,13
JUV020,JUV051,-0.039633,14,0.000234,0.178571,14
JUV020,JUV052,-0.087811,14,-0.13423,0.160714,14
JUV020,JUV053,-0.027226,15,0.098321,0.216667,15
JUV020,JUV054,-0.057149,14,0.081587,0.214286,14
JUV020,SB055,-0.043941,13,-0.052559,0.211538,13
JUV020,AF056,-0.017407,15,-0.05382,0.2,15
JUV020,AF057,-0.067239,14,-0.105327,0.160714,14
JUV020,AF058,-0.0761,14,-0.091847,0.160714,14
JUV020,AF059,0.085135,14,0.319326,0.303571,14
JUV020,AF060,-0.00031,14,0.156962,0.25,14
JUV020,AF061,-0.020681,15,0.102858,0.216667,15
JUV020,JUV062,-0.047214,14,-0.172723,0.160714,14
JUV020,JUV063,0.014222,14,0.176449,0.267857,14
SB021,AF022,-0.022754,14,-0.057269,0.142857,14
SB021,AF023,-0.008341,14,0.019871,0.196429,14
SB021,AF024,-0.051368,14,-0.169402,0.125,14
SB021,AF025,0.063456,15,0.160945,0.233333,15
SB021,AF026,-0.080306,14,-0.173859,0.125,14
SB021,AF027,0.012418,14,0.01387,0.214286,14
SB021,JUV028,-0.119388,13,-0.265129,0.057692,13
SB021,JUV029,0.368149,13,0.729822,0.480769,13
SB021,JUV030,-0.028721,14,0.034682,0.196429,14
SB021,JUV031,-0.015625,15,0.168115,0.166667,15
SB021,JUV032,0.161342,13,0.383108,0.326923,13
SB021,SB033,-0.072554,13,-0.188406,0.096154,13
SB021,SB034,-0.035528,13,-0.100846,0.153846,13
SB021,AF035,-0.122512,15,-0.266953,0.083333,15
SB021,AF036,0.014678,15,0.057873,0.233333,15
SB021,AF037,0.109978,13,0.191688,0.307692,13
SB021,AF038,-0.084406,14,-0.206782,0.107143,14
SB021,AF039,-0.090128,13,-0.161588,0.134615,13
SB021,JUV040,-0.101819,15,-0.136451,0.133333,15
SB021,JUV041,-0.085384,14,-0.102436,0.107143,14
SB021,SB042,-0.085691,15,-0.091046,0.133333,15
SB021,SB043,-0.029494,13,-0.06636,0.192308,13
SB021,SB044,-0.108847,15,-0.187276,0.116667,15
SB021,AF045,-0.063387,15,-0.194631,0.133333,15
SB021,AF046,0.008236,15,0.19808,0.2,15
SB021,AF047,-0.034426,15,-0.082776,0.15,15
SB021,AF048,0.004071,14,0.054316,0.196429,14
SB021,AF049,0.015423,14,0.054121,0.196429,14
SB021,AF050,0.017275,13,0.176215,0.211538,13
SB021,JUV051,0.04688,14,0.131488,0.214286,14
SB021,JUV052,-0.006509,14,0.028525,0.196429,14
SB021,JUV053,-0.090553,15,-0.075338,0.133333,15
SB021,JUV054,-0.128435,14,-0.23514,0.125,14
SB021,SB055,0.096555,13,0.226426,0.288462,13
SB021,AF056,0.104021,15,0.175846,0.266667,15
SB021,AF057,-0.070469,14,-0.224162,0.125,14
SB021,AF058,-0.009457,14,-0.017955,0.178571,14
SB021,AF059,0.119732,14,0.209168,0.303571,14
SB021,AF060,0.017418,14,-0.006714,0.232143,14
SB021,AF061,0.019489,15,0.013631,0.216667,15
SB021,JUV062,0.199893,14,0.446826,0.339286,14
SB021,JUV063,-0.009575,14,-0.026594,0.214286,14
AF022,AF023,-0.007516,13,-0.000309,0.173077,13
AF022,AF024,0.18194,13,0.113466,0.269231,13
AF022,AF025,-0.059973,14,-0.087226,0.089286,14
AF022,AF026,0.009925,13,0.055361,0.173077,13
AF022,AF027,-0.069144,14,-0.139237,0.107143,14
AF022,JUV028,0.211482,12,0.421367,0.3125,12
AF022,JUV029,0.042438,12,0.075325,0.166667,12
AF022,JUV030,-0.056785,13,-0.23589,0.134615,13
AF022,JUV031,0.024898,14,-0.123723,0.160714,14
AF022,JUV032,0.068687,12,0.062582,0.229167,12
AF022,SB033,-0.035233,12,-0.091896,0.104167,12
AF022,SB034,-0.029542,13,-0.092652,0.115385,13
AF022,AF035,-0.031815,14,-0.004829,0.125,14
AF022,AF036,-0.045389,14,-0.144571,0.142857,14
AF022,AF037,-0.055052,12,-0.085299,0.125,12
AF022,AF038,0.154546,13,0.388863,0.269231,13
AF022,AF039,-0.055223,13,-0.13662,0.115385,13
AF022,JUV040,0.007604,14,0.091365,0.178571,14
AF022,JUV041,0.050303,13,0.218013,0.173077,13
AF022,SB042,-0.016628,14,0.014882,0.142857,14
AF022,SB043,-0.094842,12,-0.339046,0.104167,12
AF022,SB044,0.008681,14,0.030639,0.178571,14
AF022,AF045,-0.098402,14,-0.279474,0.071429,14
AF022,AF046,0.024588,14,0.097664,0.178571,14
AF022,AF047,0.025428,14,-0.004036,0.160714,14
AF022,AF048,0.127979,13,0.256315,0.25,13
AF022,AF049,0.015858,13,-0.067315,0.153846,13
AF022,AF050,-0.013847,12,-0.05248,0.145833,12
AF022,JUV051,-0.001713,13,0.023452,0.134615,13
AF022,JUV052,-0.015115,13,0.004877,0.153846,13
AF022,JUV053,-0.050587,14,-0.157183,0.125,14
AF022,JUV054,-0.103499,13,-0.196643,0.096154,13
AF022,SB055,0.018595,13,0.050379,0.192308,13
AF022,AF056,-0.054172,14,-0.168232,0.089286,14
AF022,AF057,-0.042598,13,-0.145331,0.096154,13
AF022,AF058,0.086696,13,0.133349,0.211538,13
AF022,AF059,0.013713,14,-1.5e-05,0.178571,14
AF022,AF060,-0.013392,13,-0.11836,0.153846,13
AF022,AF061,-0.118432,14,-0.300444,0.071429,14
AF022,JUV062,0.026037,13,0.09629,0.173077,13
AF022,JUV063,-0.107724,13,-0.224813,0.096154,13
AF023,AF024,0.019652,13,-0.069132,0.192308,13
AF023,AF025,-0.006381,14,0.064191,0.178571,14
AF023,AF026,-0.016255,13,0.130572,0.173077,13
AF023,AF027,-0.081823,13,-0.17448,0.153846,13
AF023,JUV028,0.028416,12,0.06277,0.208333,12
AF023,JUV029,-0.004302,12,0.028952,0.1875,12
AF023,JUV030,-0.104998,13,-0.03292,0.134615,13
AF023,JUV031,-0.132515,14,-0.269001,0.089286,14
AF023,JUV032,0.001004,12,0.094515,0.229167,12
AF023,SB033,-0.045177,12,-0.088862,0.145833,12
AF023,SB034,-0.050486,12,0.091816,0.166667,12
AF023,AF035,-0.00768,14,-0.11085,0.178571,14
AF023,AF036,-0.113853,14,-0.025173,0.125,14
AF023,AF037,0.064297,12,0.22811,0.270833,12
AF023,AF038,0.16865,13,0.235819,0.326923,13
AF023,AF039,0.045372,12,0.226977,0.270833,12
AF023,JUV040,0.17257,14,0.437107,0.357143,14
AF023,JUV041,0.085322,13,0.182966,0.25,13
AF023,SB042,-0.056181,14,-0.000856,0.160714,14
AF023,SB043,0.008848,12,0.137695,0.208333,12
AF023,SB044,-0.029873,14,0.073461,0.196429,14
AF023,AF045,-0.037787,14,0.080717,0.160714,14
AF023,AF046,0.071133,14,0.172043,0.267857,14
AF023,AF047,-0.104504,14,-0.221465,0.107143,14
AF023,AF048,0.019986,13,0.156816,0.211538,13
AF023,AF049,0.044334,13,0.116922,0.230769,13
AF023,AF050,-0.160162,12,-0.181622,0.083333,12
AF023,JUV051,-0.101389,13,-0.135049,0.096154,13
AF023,JUV052,-0.15012,13,-0.228266,0.076923,13
AF023,JUV053,0.036895,14,0.275562,0.25,14
AF023,JUV054,-0.074123,13,0.029161,0.173077,13
AF023,SB055,-0.146067,12,-0.248204,0.104167,12
AF023,AF056,-0.031495,14,0.002271,0.178571,14
AF023,AF057,-0.034266,13,-0.066693,0.153846,13
AF023,AF058,-0.027687,13,0.034072,0.173077,13
AF023,AF059,0.006094,13,0.040046,0.211538,13
AF023,AF060,-0.041764,13,-0.051096,0.173077,13
AF023,AF061,0.053898,14,0.276468,0.25,14
AF023,JUV062,-0.033284,14,-0.044352,0.160714,14
AF023,JUV063,-0.096227,13,-0.201155,0.134615,13
AF024,AF025,-0.002686,14,-0.017257,0.142857,14
AF024,AF026,-0.135527,13,-0.284822,0.038462,13
AF024,AF027,-0.017344,13,0.000444,0.153846,13
AF024,JUV028,0.044022,13,0.033261,0.173077,13
AF024,JUV029,-0.032957,12,-0.170769,0.104167,12
AF024,JUV030,0.041424,14,0.085486,0.214286,14
AF024,JUV031,0.297318,14,0.394021,0.392857,14
AF024,JUV032,0.291428,12,0.547201,0.416667,12
AF024,SB033,-0.001208,12,0.155462,0.145833,12
AF024,SB034,-0.0154,12,-0.192246,0.125,12
AF024,AF035,-0.118497,14,-0.243996,0.053571,14
AF024,AF036,-0.077819,14,-0.110422,0.125,14
AF024,AF037,-0.135256,12,-0.303541,0.0625,12
AF024,AF038,-0.03835,13,-0.149126,0.115385,13
AF024,AF039,0.000699,12,-0.041824,0.166667,12
AF024,JUV040,-0.043323,14,-0.062998,0.142857,14
AF024,JUV041,-0.031902,13,-0.11219,0.115385,13
AF024,SB042,0.083714,14,0.094824,0.232143,14
AF024,SB043,-0.056625,13,-0.150995,0.134615,13
AF024,SB044,0.027013,14,0.089775,0.196429,14
AF024,AF045,-0.074847,14,-0.105387,0.089286,14
AF024,AF046,-0.08323,14,-0.155783,0.089286,14
AF024,AF047,0.109574,14,0.143192,0.232143,14
AF024,AF048,-0.100323,14,-0.202134,0.071429,14
AF024,AF049,0.061557,14,0.18774,0.196429,14
AF024,AF050,0.060141,13,0.183795,0.211538,13
AF024,JUV051,0.126014,13,0.261621,0.25,13
AF024,JUV052,-0.085406,13,-0.140019,0.096154,13
AF024,JUV053,0.032303,14,0.029827,0.196429,14
AF024,JUV054,-0.01159,14,0.069349,0.178571,14
AF024,SB055,0.059468,12,0.135061,0.229167,12
AF024,AF056,-0.069094,14,-0.181165,0.089286,14
AF024,AF057,-0.000938,14,0.072657,0.142857,14
AF024,AF058,0.006476,13,0.088978,0.153846,13
AF024,AF059,-0.047915,13,-0.109582,0.134615,13
AF024,AF060,0.042607,14,0.025847,0.214286,14
AF024,AF061,-0.077852,14,-0.217395,0.107143,14
AF024,JUV062,-0.087783,13,-0.135304,0.076923,13
AF024,JUV063,-0.016573,13,-0.021713,0.173077,13
AF025,AF026,0.038117,14,-0.042877,0.196429,14
AF025,AF027,-0.026268,14,-0.008391,0.160714,14
AF025,JUV028,-0.123188,13,-0.213002,0.057692,13
AF025,JUV029,0.320485,13,0.579141,0.423077,13
AF025,JUV030,-0.023107,14,-0.059732,0.178571,14
AF025,JUV031,-0.074297,15,-0.195137,0.1,15
AF025,JUV032,0.040727,13,0.0538,0.230769,13
AF025,SB033,0.012002,13,-0.045216,0.173077,13
AF025,SB034,-0.061446,13,-0.107622,0.115385,13
AF025,AF035,0.001973,15,-0.046916,0.166667,15
AF025,AF036,-0.025176,15,-0.02717,0.183333,15
AF025,AF037,-0.126436,13,-0.213779,0.096154,13
AF025,AF038,-0.061837,14,-0.089009,0.107143,14
AF025,AF039,-0.006041,13,-0.052922,0.173077,13
AF025,JUV040,0.045508,15,0.197664,0.233333,15
AF025,JUV041,0.065407,14,0.138451,0.214286,14
AF025,SB042,0.019371,15,0.002289,0.2,15
AF025,SB043,-0.073197,13,-0.200002,0.134615,13
AF025,SB044,-0.064909,15,-0.083105,0.133333,15
AF025,AF045,-0.000192,15,-0.023828,0.166667,15
AF025,AF046,-0.030842,15,-0.012682,0.15,15
AF025,AF047,-0.012152,15,-0.113656,0.15,15
AF025,AF048,0.052751,14,0.155855,0.214286,14
AF025,AF049,-0.044682,14,-0.117811,0.125,14
AF025,AF050,-0.011992,13,0.003119,0.173077,13
AF025,JUV051,0.038287,14,0.112092,0.196429,14
AF025,JUV052,0.022947,14,0.072384,0.196429,14
AF025,JUV053,-0.087814,15,-0.142318,0.116667,15
AF025,JUV054,-0.076951,14,-0.236137,0.142857,14
AF025,SB055,-0.04356,13,-0.084062,0.153846,13
AF025,AF056,0.10459,15,0.15509,0.25,15
AF025,AF057,0.043855,14,-0.007702,0.196429,14
AF025,AF058,0.071709,14,0.167136,0.232143,14
AF025,AF059,-0.118202,14,-0.210383,0.089286,14
AF025,AF060,0.022416,14,-0.014553,0.214286,14
AF025,AF061,-0.040356,15,0.012021,0.15,15
AF025,JUV062,0.091931,14,0.183117,0.232143,14
AF025,JUV063,-0.015779,14,-0.033758,0.196429,14
AF026,AF027,-0.046432,13,-0.05979,0.173077,13
AF026,JUV028,0.002596,12,0.038158,0.166667,12
AF026,JUV029,-0.021958,12,-0.112253,0.145833,12
AF026,JUV030,0.052164,13,0.28881,0.25,13
AF026,JUV031,-0.040424,14,-0.061812,0.142857,14
AF026,JUV032,-0.018528,12,-0.082952,0.1875,12
AF026,SB033,-0.010307,12,-0.055293,0.166667,12
AF026,SB034,0.062,12,0.216713,0.25,12
AF026,AF035,0.106361,14,0.218273,0.267857,14
AF026,AF036,0.125984,14,0.36523,0.321429,14
AF026,AF037,0.015389,12,0.22587,0.229167,12
AF026,AF038,-0.115235,13,-0.206671,0.076923,13
AF026,AF039,0.087293,12,0.331053,0.270833,12
AF026,JUV040,0.005035,14,0.200371,0.214286,14
AF026,JUV041,-0.112417,13,-0.204121,0.076923,13
AF026,SB042,-2e-05,14,0.01836,0.196429,14
AF026,SB043,0.107365,12,0.225851,0.291667,12
AF026,SB044,0.023844,14,0.175158,0.214286,14
AF026,AF045,0.040144,14,0.189365,0.214286,14
AF026,AF046,-0.11545,14,-0.219505,0.089286,14
AF026,AF047,0.047124,14,-0.041941,0.214286,14
AF026,AF048,0.051928,13,0.032985,0.211538,13
AF026,AF049,-0.129065,13,-0.241279,0.057692,13
AF026,AF050,0.020952,12,0.032444,0.208333,12
AF026,JUV051,-0.044897,13,-0.074411,0.134615,13
AF026,JUV052,0.023527,13,0.109986,0.211538,13
AF026,JUV053,0.017153,14,0.197604,0.214286,14
AF026,JUV054,-0.054108,13,0.042293,0.173077,13
AF026,SB055,-0.173396,12,-0.201239,0.083333,12
AF026,AF056,-0.027267,14,-0.050306,0.142857,14
AF026,AF057,-0.040448,13,-0.119613,0.134615,13
AF026,AF058,0.114221,13,0.161657,0.269231,13
AF026,AF059,-0.026849,13,-0.031231,0.192308,13
AF026,AF060,-0.113723,13,-0.200762,0.115385,13
AF026,AF061,-0.052748,14,0.028655,0.142857,14
AF026,JUV062,-0.126382,13,-0.260473,0.057692,13
AF026,JUV063,-0.158302,13,-0.239985,0.096154,13
AF027,JUV028,0.009447,12,-0.074352,0.1875,12
AF027,JUV029,0.093706,12,0.190089,0.25,12
AF027,JUV030,0.142931,13,0.265056,0.346154,13
AF027,JUV031,-0.004947,14,-0.015192,0.178571,14
AF027,JUV032,0.03895,12,-0.001763,0.229167,12
AF027,SB033,-0.061806,12,-0.119299,0.125,12
AF027,SB034,0.002621,13,0.034507,0.192308,13
AF027,AF035,0.135397,14,0.282399,0.303571,14
AF027,AF036,-0.032857,14,-0.064119,0.196429,14
AF027,AF037,-0.031289,12,-0.151796,0.1875,12
AF027,AF038,-0.071685,13,-0.153892,0.115385,13
AF027,AF039,0.002756,13,0.108098,0.211538,13
AF027,JUV040,-0.045686,14,-0.052718,0.178571,14
AF027,JUV041,-0.080753,13,-0.170976,0.115385,13
AF027,SB042,-0.114334,14,-0.193867,0.107143,14
AF027,SB043,0.005367,12,0.052519,0.229167,12
AF027,SB044,0.022529,14,0.08275,0.232143,14
AF027,AF045,0.067236,14,0.138942,0.25,14
AF027,AF046,0.060916,14,0.115873,0.25,14
AF027,AF047,0.039457,14,0.120599,0.214286,14
AF027,AF048,-0.028897,13,-0.099387,0.173077,13
AF027,AF049,0.02235,13,0.01182,0.211538,13
AF027,AF050,-0.127919,12,-0.17123,0.104167,12
AF027,JUV051,-0.048969,13,-0.151022,0.134615,13
AF027,JUV052,0.036953,13,0.090502,0.230769,13
AF027,JUV053,-0.038313,14,-0.012732,0.178571,14
AF027,JUV054,0.070251,13,0.169406,0.288462,13
AF027,SB055,0.121385,13,0.188573,0.307692,13
AF027,AF056,-0.064144,14,-0.132229,0.125,14
AF027,AF057,-0.085444,13,-0.137803,0.115385,13
AF027,AF058,-0.091202,13,-0.061896,0.115385,13
AF027,AF059,-0.016947,14,-0.074844,0.196429,14
AF027,AF060,0.064774,13,0.197066,0.269231,13
AF027,AF061,0.00371,14,-0.015732,0.214286,14
AF027,JUV062,-0.022524,13,-0.082772,0.173077,13
AF027,JUV063,0.2159,13,0.400677,0.403846,13
JUV028,JUV029,-0.077428,11,-0.148206,0.068182,11
JUV028,JUV030,0.002742,13,0.043991,0.173077,13
JUV028,JUV031,0.00191,13,-0.135434,0.134615,13
JUV028,JUV032,-0.0092,12,-0.100458,0.166667,12
JUV028,SB033,0.037203,12,0.046592,0.166667,12
JUV028,SB034,-0.000743,11,-0.032343,0.159091,11
JUV028,AF035,0.095898,13,0.233972,0.230769,13
JUV028,AF036,-0.092127,13,-0.189766,0.115385,13
JUV028,AF037,-0.047149,11,-0.023879,0.136364,11
JUV028,AF038,0.140632,12,0.34344,0.270833,12
JUV028,AF039,0.039572,11,0.049613,0.204545,11
JUV028,JUV040,0.001952,13,0.034929,0.192308,13
JUV028,JUV041,0.10834,12,0.305515,0.25,12
JUV028,SB042,-0.035602,13,-0.056836,0.134615,13
JUV028,SB043,0.014664,12,-0.069789,0.208333,12
JUV028,SB044,0.091162,13,0.037014,0.25,13
JUV028,AF045,-0.044645,13,-0.107378,0.115385,13
JUV028,AF046,0.147531,13,0.224638,0.269231,13
JUV028,AF047,0.050912,13,-0.085949,0.192308,13
JUV028,AF048,0.054073,13,0.142622,0.211538,13
JUV028,AF049,0.058586,13,0.086908,0.192308,13
JUV028,AF050,-0.027103,12,-0.042671,0.125,12
JUV028,JUV051,-0.045366,12,-0.08293,0.104167,12
JUV028,JUV052,0.00646,12,0.093784,0.166667,12
JUV028,JUV053,-0.019898,13,-0.045688,0.153846,13
JUV028,JUV054,-0.045335,13,-0.076675,0.153846,13
JUV028,SB055,0.030811,11,0.099083,0.204545,11
JUV028,AF056,-0.128988,13,-0.193369,0.038462,13
JUV028,AF057,0.042573,13,0.056944,0.192308,13
JUV028,AF058,0.074254,12,0.103511,0.229167,12
JUV028,AF059,-0.027766,12,-0.0689,0.166667,12
JUV028,AF060,-0.081265,13,-0.167243,0.115385,13
JUV028,AF061,-0.069339,13,-0.188749,0.115385,13
JUV028,JUV062,-0.049917,12,-0.06097,0.104167,12
JUV028,JUV063,-0.038295,12,-0.118088,0.166667,12
JUV029,JUV030,-0.041167,12,-0.096208,0.166667,12
JUV029,JUV031,-0.040807,13,-0.084868,0.115385,13
JUV029,JUV032,0.072076,12,0.03517,0.229167,12
JUV029,SB033,-0.038219,11,-0.173999,0.113636,11
JUV029,SB034,-0.05932,11,-0.149471,0.113636,11
JUV029,AF035,-0.061642,13,-0.1498,0.096154,13
JUV029,AF036,-0.033082,13,-0.072682,0.173077,13
JUV029,AF037,0.079099,13,0.124142,0.25,13
JUV029,AF038,-0.010602,12,-0.067007,0.125,12
JUV029,AF039,-0.057132,11,-0.141573,0.136364,11
JUV029,JUV040,0.028859,13,0.107484,0.211538,13
JUV029,JUV041,0.025887,13,0.097625,0.173077,13
JUV029,SB042,-0.088339,13,-0.139601,0.115385,13
JUV029,SB043,-0.071182,11,-0.227465,0.136364,11
JUV029,SB044,-0.057154,13,-0.124686,0.134615,13
JUV029,AF045,-0.061893,13,-0.120564,0.115385,13
JUV029,AF046,0.072402,13,0.190675,0.230769,13
JUV029,AF047,-0.067858,13,-0.152573,0.096154,13
JUV029,AF048,0.048428,12,0.16503,0.208333,12
JUV029,AF049,-0.001034,12,-0.076758,0.145833,12
JUV029,AF050,-0.0213,11,-0.1568,0.159091,11
JUV029,JUV051,-0.041571,12,-0.066201,0.125,12
JUV029,JUV052,-0.022504,13,0.028023,0.153846,13
JUV029,JUV053,-0.066409,13,-0.201421,0.134615,13
JUV029,JUV054,-0.15613,12,-0.319806,0.083333,12
JUV029,SB055,-0.001036,11,-0.027192,0.181818,11
JUV029,AF056,0.133632,13,0.144936,0.269231,13
JUV029,AF057,-0.042354,12,-0.169322,0.125,12
JUV029,AF058,-0.045543,12,-0.094563,0.145833,12
JUV029,AF059,-0.072151,12,-0.174436,0.125,12
JUV029,AF060,-0.03835,12,-0.183313,0.166667,12
JUV029,AF061,-0.004377,13,-0.016362,0.173077,13
JUV029,JUV062,0.207587,12,0.433259,0.333333,12
JUV029,JUV063,-0.059921,12,-0.166288,0.145833,12
JUV030,JUV031,0.020756,14,0.134671,0.214286,14
JUV030,JUV032,-0.041722,12,-0.004785,0.1875,12
JUV030,SB033,-0.041279,12,-0.092952,0.145833,12
JUV030,SB034,0.044301,12,0.189977,0.25,12
JUV030,AF035,0.079689,14,0.197457,0.267857,14
JUV030,AF036,-0.010165,14,0.110305,0.232143,14
JUV030,AF037,0.038873,12,0.242454,0.270833,12
JUV030,AF038,-0.178245,13,-0.322793,0.057692,13
JUV030,AF039,0.026966,12,0.270815,0.25,12
JUV030,JUV040,-0.08807,14,-0.003708,0.160714,14
JUV030,JUV041,-0.083997,13,-0.200572,0.134615,13
JUV030,SB042,-0.001341,14,-0.064544,0.214286,14
JUV030,SB043,0.020204,13,0.166603,0.25,13
JUV030,SB044,0.052293,14,0.259873,0.267857,14
JUV030,AF045,0.057986,14,0.285333,0.25,14
JUV030,AF046,-0.017103,14,0.102678,0.196429,14
JUV030,AF047,0.026587,14,0.051207,0.214286,14
JUV030,AF048,-0.101752,14,-0.17582,0.125,14
JUV030,AF049,-0.067559,14,-0.099782,0.142857,14
JUV030,AF050,-0.007105,13,0.122234,0.211538,13
JUV030,JUV051,-0.010003,13,-0.070409,0.192308,13
JUV030,JUV052,0.129391,13,0.266662,0.326923,13
JUV030,JUV053,0.035194,14,0.185007,0.25,14
JUV030,JUV054,0.126425,14,0.322464,0.339286,14
JUV030,SB055,0.108264,12,0.325898,0.333333,12
JUV030,AF056,0.085726,14,0.128072,0.267857,14
JUV030,AF057,-0.065561,14,-0.103501,0.142857,14
JUV030,AF058,-0.094412,13,-0.110655,0.134615,13
JUV030,AF059,-0.059887,13,-0.06339,0.192308,13
JUV030,AF060,0.068464,14,0.066443,0.285714,14
JUV030,AF061,0.101555,14,0.246578,0.303571,14
JUV030,JUV062,0.047483,13,0.018135,0.230769,13
JUV030,JUV063,0.027153,13,0.08202,0.269231,13
JUV031,JUV032,0.076492,13,0.154787,0.230769,13
JUV031,SB033,0.019234,13,0.098157,0.153846,13
JUV031,SB034,0.172625,13,0.178494,0.307692,13
JUV031,AF035,-0.015602,15,-0.075669,0.15,15
JUV031,AF036,0.163898,15,0.279955,0.333333,15
JUV031,AF037,-0.018014,13,0.02891,0.173077,13
JUV031,AF038,-0.107917,14,-0.236819,0.071429,14
JUV031,AF039,0.082535,13,0.126361,0.25,13
JUV031,JUV040,-0.11675,15,-0.196416,0.1,15
JUV031,JUV041,-0.096486,14,-0.256238,0.071429,14
JUV031,SB042,0.022012,15,-0.013681,0.2,15
JUV031,SB043,-0.032144,13,-0.031312,0.173077,13
JUV031,SB044,0.101631,15,0.1625,0.266667,15
JUV031,AF045,0.042905,15,0.002655,0.2,15
JUV031,AF046,-0.007816,15,0.119804,0.166667,15
JUV031,AF047,0.030783,15,0.046483,0.183333,15
JUV031,AF048,-0.078479,14,-0.205782,0.107143,14
JUV031,AF049,0.041566,14,0.108638,0.196429,14
JUV031,AF050,0.081793,13,0.214712,0.25,13
JUV031,JUV051,0.062366,14,0.088177,0.214286,14
JUV031,JUV052,-0.03914,14,-0.14475,0.142857,14
JUV031,JUV053,0.01746,15,0.0175,0.2,15
JUV031,JUV054,0.011651,14,0.02271,0.214286,14
JUV031,SB055,0.021104,13,0.150457,0.211538,13
JUV031,AF056,-0.014066,15,-0.108359,0.15,15
JUV031,AF057,0.000109,14,0.012341,0.160714,14
JUV031,AF058,-0.120772,14,-0.206625,0.071429,14
JUV031,AF059,-0.052911,14,-0.133595,0.142857,14
JUV031,AF060,-0.110922,14,-0.19395,0.107143,14
JUV031,AF061,0.023656,15,-0.019714,0.2,15
JUV031,JUV062,-0.074591,14,-0.106665,0.107143,14
JUV031,JUV063,-0.05664,14,-0.088814,0.160714,14
JUV032,SB033,-0.089435,12,-0.113624,0.104167,12
JUV032,SB034,-0.112228,11,-0.325832,0.090909,11
